"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TCEAL7",16.9155588908538,4.77867352459271,1.28790766323813,3.71041625187467,0.00020691874146791,0.0187173034215865
"CRACD",340.875995327969,2.91432234299825,0.787112317379455,3.70254953283026,0.000213443670896055,0.0191439075502407
"PRR5L",70.6537988461145,3.2707717720226,0.883373284935874,3.70259303490261,0.000213407063311457,0.0191439075502407
"CCDC87",8.06898315904705,4.86443187124816,1.31734523032191,3.69260218147939,0.000221971108186052,0.0198247360631821
"SNORD6",11.172476409717,4.55833958966895,1.23491395700798,3.69122039944641,0.000223180641310011,0.0198490110697857
"LOC107986160",8.82265026057946,5.00216039895161,1.35651906852357,3.68749729732583,0.000226470498242447,0.0200573265117065
"RPP30",156.335933125749,1.49752349175061,0.40660603968978,3.68298388507249,0.000230519737241572,0.0203308803258014
"CARMIL2",51.3586826188382,3.40089825116726,0.923787989662334,3.68147052053617,0.000231892605101298,0.0203670986397476
"FOXF2",53.9380917612203,4.9823790332292,1.35392366728821,3.67995563827351,0.000233274531492226,0.0204038099508097
"GALNT5",514.931651499162,4.97805215937314,1.35519015944633,3.6733237211573,0.000239415860189836,0.0208069804392838
"ZNF818P",14.6917606476879,-5.52787268794918,1.50505903009822,-3.67286104890413,0.000239849918608459,0.0208069804392838
"PMAIP1",24.8767723556837,5.00768550101539,1.36454296080617,3.66986283675294,0.000242680651085948,0.0209666177205562
"IGHV4-61",273.254399377305,5.29564660167867,1.44387115510618,3.66767255024859,0.000244768366952812,0.0209757571793125
"WNT7B",30.2205277369175,5.34892447087896,1.45819390108439,3.66818464053458,0.000244278754129977,0.0209757571793125
"IGLC3",7383.34875810971,4.20682376431862,1.14734946555961,3.6665583508742,0.000245836842385804,0.0209823727531464
"CD4",328.170562413181,2.53971183073243,0.694560570574309,3.65657357807171,0.000255609065850201,0.0217288236821333
"MSANTD4",107.323291693663,1.55417199750629,0.425728770571279,3.65061537988324,0.00026161275417856,0.0221502286707904
"CSF3R",403.765116345749,-3.12718569741264,0.857697687016464,-3.64602323726753,0.000266329903076685,0.0224185150568432
"SLC51B",3.6449393228977,-5.03710659480593,1.38174267176194,-3.64547371789771,0.000266899692650092,0.0224185150568432
"IL21R",27.2768121175263,5.91082526311356,1.62553519927764,3.636233325332,0.000276653763447845,0.0231459692130456
"MAST1",33.3408546720226,3.93594889001894,1.08280372825695,3.63496060025105,0.000278023122037832,0.0231689583628929
"GPC2",8.50560227413208,4.8732649136473,1.34461562975458,3.62428102560193,0.000289766402044176,0.0240528840473297
"NECAB1",20.6022063407857,4.6777794397161,1.29125030143574,3.62267442223625,0.000291572722832091,0.0241082805632299
"IGHV4-55",90.8294802556128,6.0457386095377,1.66978678973466,3.62066501346463,0.00029384676906799,0.0241131449731632
"TRGV3",20.4570299177642,5.22285152340875,1.44293272773652,3.61960847031424,0.000295049111732851,0.0241131449731632
"USP17L2",298.942852141228,2.89645326762378,0.800192703092177,3.61969467658359,0.000294950836889355,0.0241131449731632
"RORB",17.0395034304836,5.35051533673663,1.47998984629682,3.61523786810059,0.000300071970057397,0.0244293207315574
"CYTL1",17.5460528998871,6.13296822268756,1.69832728094008,3.61118159704339,0.000304805134517503,0.0246472389924278
"SH2D1A",23.1100218701151,5.62914135405836,1.55890872385456,3.61094993434878,0.000305077555440832,0.0246472389924278
"LOC102723407",205.644060677686,6.66929407118898,1.84798585053178,3.60895299564648,0.000307435302423621,0.0247432815452501
"IGKV3D-11",111.823823599413,6.28807582052379,1.74567615505896,3.60208610417286,0.000315673762280649,0.0253101004780095
"DLGAP5",110.251181215503,5.8703560157529,1.63253723870216,3.59584815377304,0.000323336373182416,0.0258266453251026
"KRT6A",6644.44353689082,8.38438482583407,2.3432833452482,3.57804993699813,0.000346167323491359,0.0275463298358707
"ST6GALNAC1",229.864008838711,4.92795508513177,1.37816464267489,3.57573756613511,0.000349241863947198,0.0276869008770425
"IGHV3-72",196.826652788052,7.39116503731691,2.06795595232384,3.57414045933192,0.000351380277984797,0.0277524863585977
"JPH2",99.7968028393633,-4.93717001426751,1.38196254000194,-3.5725787576417,0.000353483124121504,0.0278147854582895
"DDX11L5",7.86581712933086,5.47768099728063,1.53612652730335,3.56590482614517,0.000362602955775617,0.0283236451214993
"FLNC-AS1",54.9745376520814,-4.20926264351385,1.18042478754473,-3.56588804973255,0.000362626155238168,0.0283236451214993
"ULBP2",52.2807196661303,6.31994615817894,1.77363665947156,3.56326992026762,0.000366263724661209,0.0285025891908229
"MAPK1IP1L",275.413730857388,-1.08588179890893,0.305917662185733,-3.54958844530411,0.000385833831301573,0.0299155483778769
"NTRK3",214.984963807072,-4.27018088794228,1.20383097231052,-3.54715984732183,0.000389408245715996,0.0300824975805492
"PLSCR2",20.9455349011435,-2.46266787064502,0.69495695972786,-3.54362645941322,0.00039466398563434,0.0303776457597167
"BCAS1",725.950114823252,4.13512181317897,1.16745037781371,3.5420107713039,0.000397089259014043,0.0304535809621386
"IGKV1D-17",70.1079483173396,6.85449943792424,1.93924921303012,3.53461504167065,0.000408369626507652,0.0312056313512183
"AQP9",56.4688302877756,-4.07908416530983,1.15485053111953,-3.53213169617326,0.00041222400524854,0.0313868543852369
"CYP2A7",10.0312417709973,4.91252407350412,1.39167360778076,3.52993981206405,0.000415654213491035,0.0315345976235296
"IGKJ1",410.423010978353,5.34800863194207,1.51607266760378,3.52754109101831,0.000419438652957139,0.0317080641683706
"CCL4L2",289.77883483324,-4.30740788477332,1.22282606764851,-3.52250250361154,0.000427493003963913,0.032047547216087
"GZMB",16.4220226376812,-3.97451951297249,1.12842525149615,-3.52218235785028,0.000428009616047709,0.032047547216087
"LAMP5",49.1111227050296,4.65765928248863,1.32283743204377,3.52096120782778,0.000429985515631346,0.032047547216087
"LOC105370884",10.8779582809491,4.91966523259152,1.39724951499563,3.52096399375519,0.000429980998144063,0.032047547216087
"IGIP",29.7069393705986,3.23630789744881,0.919549041025288,3.51945111469026,0.000432440721535956,0.0321174482552687
"FANCB",22.4429067744392,4.53601369377231,1.29009044018958,3.51604317996941,0.000438029738348878,0.0324187953553521
"SLC2A5",36.0993854435622,5.15660156874552,1.47021993607357,3.50736746402511,0.000452563730366875,0.0332618627801238
"TNRC17",38.6669719321309,5.59409983167806,1.59478492189146,3.50774562443397,0.000451920948125897,0.0332618627801238
"CSNK1A1P1",3.40564156487562,-5.68975238279532,1.6238245401545,-3.5039206774483,0.000458461897866872,0.0335787646787131
"GPR158",24.6447955204582,5.03779633053573,1.43871154928173,3.50160275911514,0.000462468590552409,0.0337554229524926
"IGKV3-20",2430.20524266866,3.73659992748035,1.06758053538824,3.50006374565594,0.000465146911020088,0.0338274425230162
"IGLV3-19",61.1781784649208,5.90463786758571,1.68742374788062,3.49920277879332,0.000466651543285338,0.0338274425230162
"RBM11",15.7927683132201,4.97470080266978,1.42306810526569,3.49575735993394,0.000472718344880307,0.0341502703279231
"WDR74",571.420402068156,-1.28807037983516,0.368831025719547,-3.49230484968634,0.000478871373301261,0.0344771100634959
"SNORA63D",2.29424557957708,-5.8267251205324,1.67078080351204,-3.487426422595,0.000487693092603626,0.0349932192920032
"MYOCD",112.806321183436,-4.57085600167721,1.31113311223761,-3.48618760293261,0.000489957271350013,0.0350369106846815
"IGHV3-49",135.88759722335,7.18387821326225,2.06227284867566,3.48347611610925,0.000494947281398006,0.0352745761122949
"CES1P1",25.5638474923554,5.49862986919274,1.58578282346575,3.46745455167399,0.000525412582392628,0.0371953449214206
"KLRC2",34.0867207807268,5.89829656568934,1.70083500145639,3.4678828696721,0.00052457588139716,0.0371953449214206
"LGALS8-AS1",6.00838415205457,4.24852359591526,1.22590344906968,3.46562659493243,0.000528997417562936,0.0373242944585156
"PIERCE2",9.09454801517538,4.87346395756228,1.40752319231077,3.46243954215872,0.000535302163202354,0.0376436574368911
"MASP2",20.8069579596359,3.76887769118579,1.089338364625,3.45978606241707,0.000540604714708494,0.0378906622391877
"FAM86B2-DT",42.7788815160137,2.41785593783119,0.700295777814379,3.45262104160803,0.000555168337181011,0.0387829973369982
"DDX11L16",12.3458716831197,4.59641358175203,1.33316620657428,3.44774234381701,0.000565293019349645,0.0391031285639671
"LOC102723933",6.35236172616919,-7.05959278242879,2.04758502455437,-3.44776539082436,0.000565244788613867,0.0391031285639671
"MIR12120",28.0868163937145,6.81395248326075,1.97608215881771,3.44821314885892,0.000564308520389511,0.0391031285639671
"LYL1",13.2838123253311,-2.56870914989249,0.745267908598397,-3.44669228374986,0.000567494561718467,0.0391275484947713
"TRPM5",78.2567785690897,3.49822534624145,1.01588271994044,3.44353268106238,0.000574167196001968,0.0394590812914729
"UTP18",484.701893109072,0.96631714528823,0.281632742162767,3.43112501006632,0.00060108353268544,0.0411751946160282
"CXCL8",424.057121453448,-4.55448442649458,1.32834455405532,-3.42869206079863,0.000606497242075718,0.0414120229774733
"MGAM",273.302779373324,-2.94111371614058,0.859398639506932,-3.42229272998152,0.000620954211210985,0.0422628224717136
"MCAM",939.515175356471,-2.29338821995499,0.670366278229912,-3.42109723360583,0.000623690295388924,0.0423129887259531
"DUOXA1",38.3172647697532,4.97975617253882,1.45637155553876,3.41928964047684,0.000627848569066198,0.0424590116978409
"PNMA3",7.44654806769399,5.2024428124103,1.52366329507715,3.41443075331605,0.00063915438250559,0.0430859261608147
"SPC25",18.2625057644059,4.11774594195757,1.20743951071746,3.41031240522419,0.000648885061579249,0.0436030161855491
"IGHG3",4182.56409126682,4.87700528961197,1.43197333404259,3.40579337175486,0.000659720898234924,0.0441908615599324
"CHRDL2",73.3758042467798,5.75342592620647,1.68984781010077,3.40470064334573,0.000662366209022817,0.0442280932062648
"MKRN2OS",43.968061500658,2.64602677446322,0.777844500437133,3.40174260147909,0.000669576696761868,0.0444794207238827
"ZNF786",75.951483578772,1.39708963285388,0.410735467545004,3.40143411817925,0.000670332839368762,0.0444794207238827
"GGPS1",109.722144578477,1.28195733904424,0.377143414029858,3.39912428894422,0.000676019883002187,0.0447166026984603
"IGHV3-20",76.3200920235896,7.90268942956703,2.32953055189785,3.39239570098309,0.000692843036629968,0.0456866310166559
"NBAT1",11.3086387378679,5.14209908554263,1.51816129850439,3.38705715302344,0.000706466689406335,0.0464403118467823
"CCR4",34.3281871983438,5.6908412467418,1.68083339002769,3.38572596219547,0.000709902368861009,0.0465216824819845
"CLSPN",90.8691069713079,3.48007153121168,1.02863658366955,3.38318856869441,0.000716494183107468,0.0466647149964178
"TSSK3",29.3305401355244,2.61393369019246,0.772537999588573,3.38356649327872,0.000715508793707257,0.0466647149964178
"GTF2H2",1883.7351623303,1.05089079042082,0.31087627997469,3.3804148406124,0.000723764996585264,0.046849950100062
"KNDC1",73.7358313469998,3.62385937261138,1.07180310919539,3.38108682604199,0.000721997246847412,0.046849950100062
"GTF2H2B",1079.96610363944,1.00414165089327,0.297174085586524,3.37896774852164,0.000727585431623918,0.0469536610706813
"HJURP",80.7503759579902,5.25823112570608,1.55695715762838,3.37724843611988,0.000732148898029919,0.0471045462753778
"MUC12",5731.47018063107,4.65917942708692,1.38009605825826,3.37598198270851,0.000735527357710045,0.047178507820147
"DMBT1",18427.5569087442,4.49831857989785,1.33388143400265,3.37235264336762,0.000745289557172325,0.0474465380441065
"SERPINC1",8.58021808374308,-4.86992799782956,1.44377420225534,-3.37305375745194,0.000743394372967121,0.0474465380441065
"TMOD4",6.9165387494611,4.04598586685417,1.19990162867812,3.37193130682843,0.000746430631109153,0.0474465380441065
"TNNC1",72.9241818393927,3.59288310750236,1.06948904061385,3.35943891995395,0.000781009139662324,0.0494958696384204
