"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IGKV3-11",1197.22783206067,6.43582488200738,1.47712590547066,4.35699141025945,1.31862440744252e-05,0.00254032941126924
"NELL2",83.5861864932774,5.18488680031664,1.19008455799132,4.35673815402491,1.32015040033834e-05,0.00254032941126924
"FOXS1",46.1552674398124,6.15461791175295,1.4164969236931,4.34495677950827,1.39303087884196e-05,0.00263735833227133
"ZFY",450.702778517036,9.7540613868182,2.24511599048742,4.34456902367016,1.39549361371186e-05,0.00263735833227133
"GCNT3",615.989662242574,5.72263695418584,1.32394272452322,4.32242033449498,1.54326815386009e-05,0.00289082805422624
"HROB",26.2136206735421,5.43997346632266,1.26156430182149,4.31208576405361,1.61721675615277e-05,0.0030027743050426
"IGHA2",3919.68349351958,5.67990943327366,1.31790365690574,4.3098062620217,1.63397628809851e-05,0.00300751096436357
"IGKV1D-12",209.630187976465,7.91698326140374,1.84210492313794,4.29779170662958,1.72508154578937e-05,0.00314782767928651
"ADGRF1",175.09984946402,6.56375535199163,1.53082880217447,4.28771352006713,1.80521702628931e-05,0.00323822277927677
"LAX1",43.233685509952,7.04104929543626,1.64147478941177,4.28946538859694,1.79103721047234e-05,0.00323822277927677
"FBXW10",26.917107558408,6.37949490565144,1.49635073284917,4.26336871804406,2.01367828578031e-05,0.00355196068959265
"SGTB",125.044976382303,2.73368922617137,0.641031865089218,4.26451378636365,2.00337974871303e-05,0.00355196068959265
"PIGR",6194.89051362007,4.37358773504901,1.02970497255918,4.24741829125979,2.16247992080592e-05,0.00378291012261975
"COMMD2",182.306335839391,-1.11249575355912,0.262644387889998,-4.23574919112705,2.27790925623657e-05,0.00392109873756033
"CSPG4",347.959581296778,-3.8643380220276,0.912328172851122,-4.23568857898045,2.27852385656881e-05,0.00392109873756033
"IGKV2-24",138.305309837903,8.63944216542669,2.04062362190954,4.23372643179648,2.29850526726571e-05,0.00392358556388816
"CLDN24",15.8438236800496,5.42588148602369,1.28716612196152,4.21537002368829,2.49368981108638e-05,0.00422271457850123
"SERTAD4-AS1",15.27050008187,5.19380577084168,1.23334278240855,4.21116160480454,2.54060910985774e-05,0.00426802166891736
"CTNNA2",31.6512179484608,7.34563824261131,1.75778949414874,4.17890667060145,2.92913849936622e-05,0.00488197437921928
"ERN2",697.018505456032,4.6974048634424,1.12529048582069,4.1743931212717,2.98781443744859e-05,0.00494086470292768
"MS4A8",142.899985050476,6.45397604702279,1.55030363292241,4.16304000710923,3.14038317853207e-05,0.00515290625891382
"IGLC5",215.386495338235,7.38996969267281,1.78888921008752,4.13103821690068,3.61128532548318e-05,0.00587726517716277
"NUGGC",26.1188694759587,6.02903080220254,1.46003160213544,4.12938377045022,3.63736825345265e-05,0.00587726517716277
"TMPRSS4",1159.391840302,6.31676415062586,1.53130447154593,4.12508698825176,3.70594660604538e-05,0.00594270998561837
"ACOXL",19.6422490506151,6.66085621054481,1.61596651177557,4.12190237978762,3.75756437746368e-05,0.00598017783291532
"IGLV3-1",307.974116491289,6.99460717661879,1.69849000914679,4.11813265839134,3.81954814214847e-05,0.00603346086006392
"LEF1",208.541097803235,6.27323527464481,1.52420829104288,4.11573359855733,3.85949882120507e-05,0.00605140826284798
"CD38",45.1646199846888,6.49337135759302,1.58178168612838,4.10509959404474,4.04140727299906e-05,0.00629003439320375
"IGHV2-5",117.094360350244,7.84580365084093,1.9195663703514,4.08727917514238,4.36461785788089e-05,0.00674349388304853
"SEPTIN7P9",15.8095353265625,5.67551446054966,1.38938478860837,4.08491190279573,4.40935427114147e-05,0.00676324651139503
"PDRG1",67.3735286156954,1.52311700177488,0.373223171579422,4.08098188365232,4.48458507910627e-05,0.00682915196902463
"OTOAP1",28.3019873688175,4.65738781844089,1.14495471088069,4.06774850933491,4.74695726702361e-05,0.00717706031936348
"CENPK",58.0215166240774,5.01847096930376,1.2353774223494,4.06229778731086,4.85920348279719e-05,0.00729329473873776
"IGHV4-59",503.589168269052,5.94588331390155,1.46425369398806,4.06069203602777,4.8927474507524e-05,0.00729329473873776
"CACNA1S",17.0296506111383,-6.10792523977478,1.50607523049376,-4.05552466178754,5.00218940512604e-05,0.00740428972995125
"POTEE",117.993649929479,-3.83224111288742,0.945822063552495,-4.05175694304865,5.08344592575525e-05,0.00742077930416975
"SIGLEC17P",20.4660735720929,5.83486291560811,1.43979425261544,4.05256716715521,5.06586733936552e-05,0.00742077930416975
"IGHV4-28",86.7560455766082,6.720614523718,1.66302409085869,4.04120094270424,5.31781661973594e-05,0.00770442068295239
"SLFN13",309.924156509626,2.28366182758513,0.565518761882256,4.03817164258929,5.38694317133724e-05,0.00770442068295239
"TAF1B",241.962929669084,1.40841895800298,0.348673477669759,4.03936361152465,5.35964227448315e-05,0.00770442068295239
"EMBP1",53.6765599307161,4.09951121939477,1.01644724219107,4.03317658726467,5.50278963340166e-05,0.00781728511209483
"CTAGE4",1262.08049487218,1.79094839968101,0.444266483338054,4.03124806135382,5.54814480906358e-05,0.00782917207822991
"GJB3",161.24912046342,5.90644619409991,1.46761467665624,4.02452107358106,5.70913818709282e-05,0.00800300185471481
"IGKV1D-16",121.774702780503,7.28616374124356,1.81251911435067,4.01991001559936,5.82203745007102e-05,0.00810757017800351
"SERTAD4",31.6676547221642,4.53044238450291,1.1278255002577,4.01697105045749,5.89509627459599e-05,0.00815565378067799
"IGLV2-11",781.764944718682,6.03852113041694,1.50672984152908,4.00769996317911,6.13129434613485e-05,0.0084273446379634
"G0S2",120.634790358313,-3.28797429054969,0.822127879221578,-3.99934654163883,6.35176173992825e-05,0.00867404779026202
"ADAMTS18",46.5793943954627,6.51929582546875,1.63193567361218,3.99482401842392,6.47423241072253e-05,0.00872479712853205
"CYB5D1",163.484610043232,-2.07639770818817,0.519793608771416,-3.99465802031683,6.47876991585099e-05,0.00872479712853205
"SPEG",291.942751955388,-3.5496064288663,0.888862773918679,-3.99342455665834,6.51258065057903e-05,0.00872479712853205
"ABCD2",27.8530272711132,6.07001244932121,1.52141311709447,3.98972007084667,6.61513186735937e-05,0.00880644630417584
"IGHV1-46",104.452861995704,7.02405759840527,1.76511815854382,3.97936963279553,6.90982380218703e-05,0.00912193921382695
"SEMA4A",1071.55351545734,-3.13378730147787,0.787702121957542,-3.97839134124712,6.93831064121575e-05,0.00912193921382695
"MZB1",36.3772698123408,6.35472736437964,1.59911459484154,3.97390367449516,7.07041668337534e-05,0.00923824135413616
"MCF2L2",76.2567634590502,2.770615670389,0.697724702475866,3.97092959523651,7.15927357330371e-05,0.00929695360282943
"KIF18B",41.4213863854044,5.61505623671545,1.41671141010011,3.96344392844177,7.38762213021814e-05,0.00953498766038581
"CEP128",368.161302565777,2.07644851958842,0.524414891039233,3.95955293236148,7.50902004000746e-05,0.00961115146779856
"MORN3",9.11980681811953,4.49482907460215,1.13544480385687,3.9586504419538,7.53744575827733e-05,0.00961115146779856
"KY",15.2392262522898,4.65056739481626,1.17615898361895,3.95402956537969,7.68459075280538e-05,0.00974010374039709
"EYA4",47.7225827258767,6.2109153379048,1.57191075396954,3.95118827339301,7.77641159122862e-05,0.00977052474235374
"IGKV1-6",389.900672073772,7.81624870119329,1.97880819483645,3.9499779319639,7.81583990062759e-05,0.00977052474235374
"IGLJ3",201.674449919652,6.90578107820066,1.74900624596278,3.94840275393025,7.86743629234184e-05,0.00977052474235374
"SAMD4A-AS1",16.1815496219685,5.95704278038818,1.50902171256455,3.94761899765134,7.89322875675575e-05,0.00977052474235374
"MUC5AC",10788.0708837801,6.00507795905754,1.52238309441654,3.9445248578243,7.99583594997208e-05,0.00983999183448017
"TCEAL5",20.0497492721881,5.9926011323495,1.52068418685777,3.94072693340236,8.12350585806352e-05,0.00993932072240638
"FOXD4L1",38.8784517926352,5.55531855509723,1.41144649772178,3.93590445267609,8.28839467221261e-05,0.0100827844842945
"GPR173",19.2272744901152,5.81749799965199,1.4796839843287,3.93158137904104,8.43889200450211e-05,0.0101492060829146
"IGLC7",222.975985523933,7.03576593155521,1.78953380327159,3.93161946351199,8.43755498282618e-05,0.0101492060829146
"IGLV3-25",79.9253558719012,7.02987162544349,1.79074580411433,3.92566695356315,8.64897561425041e-05,0.0103430998207253
"MITD1",190.153059887127,1.14339637546283,0.291631741624983,3.9206856191023,8.82973932697193e-05,0.0104999490075289
"MUC3A",1093.23504571454,3.9247209553738,1.00187625712834,3.91737096018539,8.95199371793714e-05,0.0105858575993059
"LOC105372815",901.35448146582,6.96237768008879,1.77808586408648,3.91565886705129,9.0157653215186e-05,0.0106020391422547
"FAM106B",23.5080984890903,5.83710812410093,1.49338148092282,3.90865174013941,9.28126445559552e-05,0.0108539516426293
"MYH2",42.6792379493939,5.97165714012301,1.5295665853475,3.90414984043754,9.45571862205915e-05,0.0109972085754465
"SDR39U1",253.42167018143,-1.02972240346437,0.264377044850696,-3.89490095119979,9.82388651021559e-05,0.0113629620634827
"DDN",2.34353879945197,-5.27529093779494,1.3554512691591,-3.89190748337832,9.94591734060912e-05,0.0114415887146018
"FER1L6",669.649515831779,6.83515126587591,1.75781573071153,3.88843446241614,0.000100892905269737,0.0115437844640244
"ANKRD20A9P",88.663728590589,-5.44932846268886,1.40878673104241,-3.86810036083796,0.000109686522191769,0.0119230643438407
"EXO1",52.4935415495378,5.52176049603756,1.42600419662383,3.87219091578463,0.00010786141141378,0.0119230643438407
"FAM83E",193.75219994774,5.63396152727181,1.45498666320819,3.87217399975964,0.00010786889960166,0.0119230643438407
"GOLGA6FP",37.785487122286,5.7932144280505,1.49762226333279,3.86827477788581,0.000109608110294532,0.0119230643438407
"IGHG4",3179.02881308972,5.42953888915051,1.40245470280295,3.87145401437851,0.000108188069412551,0.0119230643438407
"IGKV1D-27",67.925112748374,6.0629828222849,1.56517920859957,3.87366685487069,0.000107209944991376,0.0119230643438407
"MIR3606",3723.04693586996,4.33688252518372,1.11868592021679,3.87676509269312,0.000105854467727646,0.0119230643438407
"MLST8",237.338550351689,1.24908224267299,0.322330213524667,3.87516338916645,0.000106553180029963,0.0119230643438407
"WDHD1",148.992193233828,2.13521552819132,0.550976006686384,3.87533304949645,0.000106478963422759,0.0119230643438407
"ZNF883",29.9417297963764,-2.44398466917507,0.631886686662136,-3.86775781285268,0.000109840674023194,0.0119230643438407
"IGHG2",6732.64199615853,4.4682312905424,1.15617673012996,3.86466114920003,0.000111243525472005,0.012013733181969
"LOC284009",7.50755441532202,5.33006755044585,1.38081056786817,3.86010049059439,0.000113340404859403,0.0120556600485377
"PRKY",139.897953085909,6.29254182804752,1.62994307396016,3.86058993628469,0.000113113596600043,0.0120556600485377
"TMEM119",105.612486456651,5.09994011015394,1.32093617859074,3.86085277457908,0.000112991974552262,0.0120556600485377
"SGIP1",205.108523284709,3.26650254022423,0.846835400428624,3.85730513694974,0.000114644009688294,0.0121333487653606
"MIR200B",6.05780392107133,5.22396838503248,1.35656434308383,3.85088139141046,0.00011769349146402,0.0123941200687508
"LOC105369755",45.1526424247505,2.411486168356,0.627140136323744,3.84521102809969,0.000120448734898496,0.0126214770871112
"IGKJ3",128.092046397516,7.28311598089981,1.90082474624568,3.83155574720116,0.000127335513528035,0.0132773931765908
"CRHR2",29.5573430616636,-3.16401240640529,0.828724023423953,-3.8179325287722,0.000134574715877456,0.0139634461322457
"BNIP5",192.052720838648,5.06743820052843,1.32968669943071,3.81100164625095,0.000138404845396443,0.0142908066463732
"CFAP61",12.8922012007969,5.34362056563935,1.40347539140198,3.80742020727663,0.000140424026171469,0.0144289095241334
"KIF20B",217.747439092334,1.78341107632624,0.469231776032262,3.80070397492351,0.000144285590561075,0.0146831398817609
"VSTM2L",56.3453891089027,5.41680184408896,1.42514130432948,3.80088755243644,0.000144178724453622,0.0146831398817609
"CST1",796.381322424601,6.62487195922264,1.74533202702261,3.79576599561065,0.000147188284549734,0.0149068632491111
"RNASE6",50.4923114529253,4.35865900754506,1.14879302483339,3.7941203622621,0.000148167791346407,0.0149346078068066
"NUDT1",74.7011459751036,3.15828873397806,0.833410468717335,3.78959570646964,0.000150892668015603,0.0151371805871388
"CENPE",231.986861337821,2.99445413641776,0.791344360065994,3.78400894418207,0.000154322273623032,0.0154082054989562
"C4BPB",46.4749188821337,4.80841242515068,1.27883373085656,3.75999812104581,0.000169914633190749,0.0168064628072364
"TBX18",22.3362426238346,-4.14613656547718,1.10259207081232,-3.76035405589537,0.000169673041373904,0.0168064628072364
"KLHDC8A",14.9661144910772,5.32236151387389,1.41753998933099,3.75464646777674,0.000173586314587016,0.0170897745156436
"SCD",1325.35353977876,3.46602287230635,0.923550526044631,3.75293259498274,0.000174777862473869,0.0171274213656685
"MMP11",1665.98392348254,4.47322856357126,1.19239566160746,3.75146329997623,0.000175805490318467,0.0171487318597742
"CGB7",54.2476866328151,-4.91453108424848,1.31297806331322,-3.74304127507429,0.000181806350987298,0.0176226145054344
"FAM27E3",77.8472467792949,2.71081194555407,0.724588217304983,3.74117585797434,0.000183161297831321,0.0176226145054344
"TP73",12.0292481287687,5.02987278839342,1.34442175946607,3.74129082111182,0.000183077520537296,0.0176226145054344
"IGLV1-44",228.442572951529,6.12722549258024,1.63846334620736,3.73961706666388,0.000184300801869864,0.0176520139057892
"BDNF-AS",16.5620646345349,-2.23687720547822,0.598973582921979,-3.73451729634893,0.000188075566078434,0.0178519977900548
"MCM10",45.6730024726432,5.05466401802607,1.35318978047413,3.73536963621985,0.000187439661621589,0.0178519977900548
"NOX5",12.9083780193282,5.62822896723048,1.5076850020261,3.73302709761454,0.000189192231792542,0.0178778212962176
"ADGRG3",52.3780704636432,-4.21804092751275,1.13055186213962,-3.73095748082704,0.000190753418861446,0.0179452338535121
"MIR34AHG",12.8025285553251,5.09689206639173,1.36753519243494,3.72706464490801,0.000193722784207332,0.018143938819985
"EPS8L3",530.472414756692,4.14104252502204,1.11141030965364,3.72593495764184,0.000194592581636884,0.0181451153106076
"TMSB15B",10.3547494050399,4.76948231760117,1.28106713151379,3.72305416341863,0.000196827276159193,0.0182729954143055
"SPDEF",55.860481297468,5.90919632475676,1.58867131924955,3.71958393983479,0.000199551222410131,0.0184449813308089
"SGO1",24.6613084756556,5.34038382900266,1.43629651768449,3.71816248472989,0.000200677183632431,0.018468408460642
"C1orf53",9.96194049516224,4.70767394423315,1.26839181731042,3.71152973393947,0.000206010462387567,0.0187151221345821
"IGHV3-53",317.683161638015,7.94115576263907,2.13926989320079,3.71208690772413,0.00020555737691957,0.0187151221345821
"KCTD19",10.4132778088705,5.6836493033466,1.5309620145875,3.71246918551274,0.000205247055872866,0.0187151221345821
