"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BCAT2",405.427529317207,-1.2929695994058,0.333609828090314,-3.87569397102945,0.000106321243299122,0.00301238290576481
"GOLGA8R",2357.81803646869,-2.30062270196355,0.593630464706337,-3.8755132001213,0.000106400211314191,0.00301238290576481
"ABCA12",144.726747824907,5.61042130519452,1.44821424302793,3.87402715599886,0.000107051476015197,0.00302536288971269
"NLGN4Y",414.500214851723,6.58899043749975,1.70091224678128,3.87379798691462,0.000107152244407853,0.00302536288971269
"TES",690.114194387359,1.26926806007963,0.327695266177437,3.873318265734,0.000107363473405746,0.00302717995946077
"PP2D1",19.6801015680912,3.78106856367153,0.97641432528163,3.87240177225067,0.000107768113092908,0.00303443794939608
"PARP15",83.716822700383,4.16169913571823,1.07497315703737,3.87144470396628,0.000108192202551788,0.00303807831988405
"WNT10A",33.2080393071718,7.01299222271631,1.81131600864632,3.87176626786258,0.000108049538049548,0.00303807831988405
"CRHR2",29.5573430616636,-3.49240994318177,0.902522755416594,-3.8696087408563,0.000109010153045687,0.0030527286201422
"PLK4",67.7960068862389,3.66285724798168,0.946561898273835,3.86964365950217,0.000108994541957943,0.0030527286201422
"SKAP2",698.583360085411,1.99111449257774,0.514639273725214,3.8689516992457,0.000109304290390577,0.00305681238702873
"LAX1",43.233685509952,6.69242391178626,1.73148113758016,3.86514398946285,0.000111023682394745,0.00309738729712558
"RIN1",118.198546113583,3.21712239741461,0.832428431996564,3.86474353080228,0.000111205987088105,0.00309738729712558
"SNORA10B",181.196978365658,-2.37937580975413,0.615628517199889,-3.8649538533017,0.000111110204749595,0.00309738729712558
"TFAP2A-AS2",34.1191317316854,5.78308581333843,1.49677912543304,3.86368684268315,0.000111688390129358,0.00310662538320675
"MAST3",1363.31954918457,-1.52621305189282,0.395132308809528,-3.86253671963972,0.000112215691679761,0.0031170857428727
"AOPEP",1359.43370602876,-1.86508448568962,0.483633544798621,-3.85640017270972,0.00011506905833636,0.00319204355500768
"ABHD17C",240.753174341401,3.07463715824746,0.797770276846921,3.85403824569593,0.00011618543396294,0.00321675699755873
"ZDHHC11B",377.512435938049,-2.73808349760045,0.710478967439936,-3.85385581147682,0.000116272085933786,0.00321675699755873
"MYL12A",2417.29508042876,1.94026199440404,0.503582133224793,3.85292063874302,0.000116717228800094,0.00322474370348355
"ADAMTS18",46.5793943954627,6.62195928217311,1.71949615919671,3.85110443356074,0.000117586339128618,0.00324006956655072
"MAPK6",472.553392566141,1.6496566829303,0.428335744406069,3.85131688044789,0.000117484362444066,0.00324006956655072
"EMB",374.068746399951,2.58706482340777,0.672011051173731,3.84973553468982,0.000118245429019741,0.00325388055744443
"MIR7114",4.34464359871819,-3.90137034321663,1.01359921599752,-3.84902659911508,0.000118588131124721,0.00325895996081551
"ALOX15B",24.4712965194253,6.14377529289308,1.59760172899644,3.84562383814669,0.000120246114563028,0.00329589665040538
"GOLM1",2395.57944401751,2.27261061614267,0.590962044494496,3.84561180758512,0.000120252014997081,0.00329589665040538
"KCNK10",31.4384168138145,-3.2396625555588,0.842720055678275,-3.84429269688059,0.000120900636336814,0.00330927359301205
"TPSD1",18.5705019510293,6.13745673283657,1.59686071939903,3.84345150348889,0.000121315981361325,0.00331623831808788
"CFH",6289.13392630795,2.90417734303201,0.755830058240451,3.84236815057718,0.000121852876438876,0.00332650282951216
"TBXAS1",831.663801916682,2.35106354535206,0.61240471672674,3.83906831730221,0.000123502065738268,0.00336706491657598
"CHTOP",580.988694658245,-1.27645617967788,0.332660256657104,-3.83711656001519,0.000124487393895748,0.00338944474978238
"CDCA8",68.623623544521,5.9207967600704,1.54333419957388,3.83636723770208,0.000124867647824699,0.0033953127827373
"TP73",12.0292481287687,5.3049132920641,1.38379372852434,3.83360119554899,0.000126280815549708,0.00342525813855294
"XKR9",30.7956882594247,4.81927514245401,1.25712744796935,3.83356130696106,0.000126301304415129,0.00342525813855294
"CPT1C",85.8115586732319,3.3587660359375,0.876326738428933,3.83277821918232,0.000126704174385341,0.00343166851282032
"EPHB2",569.61992224731,1.67365583874563,0.436745573329629,3.83210716020802,0.000127050373027823,0.0034365291843523
"IGHV4-59",503.589168269052,6.03515000420549,1.57633084880108,3.82860616398878,0.000128871039069572,0.00348120705932234
"FOXP3",26.5843385275857,4.44450985094876,1.16101051654862,3.82813918358046,0.000129115739001024,0.0034832519588352
"DERL3",33.6033444465692,-2.53740762355066,0.663156829731858,-3.82625573588173,0.000130107126032284,0.00350540911719137
"KHK",148.459897567355,-1.97182355928241,0.515407226715744,-3.82575846257954,0.000130370069401795,0.00350790796402141
"IQGAP1",7283.42241629605,1.0870531981998,0.284187463455399,3.82512720646598,0.000130704580272695,0.00350910057001188
"LRRN4CL",10.3666290959289,5.31314351581164,1.38911640671761,3.8248367740226,0.000130858755740904,0.00350910057001188
"SNORA38",396.235174814357,-2.79422274373026,0.73057079688812,-3.82471179471218,0.000130925153478198,0.00350910057001188
"SLC6A20",365.890417551551,2.80617414602325,0.73478162355608,3.81905869180883,0.000133961889371054,0.00358582922315168
"CCL24",20.2572226348809,7.02769681697373,1.84160096315346,3.8160801159334,0.000135588496223575,0.00360595418795368
"COL6A3",31768.6907935785,3.01575283767079,0.790150074080611,3.81668361061638,0.000135257430770513,0.00360595418795368
"MIR1233-2",17.328183565965,-4.08874222168925,1.07113436446911,-3.81720758601165,0.00013497060586079,0.00360595418795368
"RING1",483.241520769645,-1.36372772029666,0.357338501073239,-3.81634701046991,0.000135441989023776,0.00360595418795368
"UGT1A5",48.387234968323,6.85290823796568,1.79569147361117,3.81630605183213,0.000135464462876988,0.00360595418795368
"ENTREP3",125.931442842686,2.09157183884721,0.548224104081045,3.81517671929655,0.000136085509121442,0.00361195081759025
"SMIM29",39.4033426127957,2.26712386822859,0.594260541443427,3.81503349140743,0.000136164464861852,0.00361195081759025
"GGT5",444.142739540799,2.41865244761521,0.634086084937558,3.81439130280455,0.000136519008294812,0.00361670087399018
"CSGALNACT2",673.790928446056,1.5907178747698,0.417071723517569,3.81401515632309,0.000136727077244543,0.00361756327225581
"WDR62",188.418871630669,2.74927762327318,0.721540912027637,3.81028653738746,0.000138805818681749,0.00366785478057633
"AHNAK2",40103.7503411111,3.65343953918146,0.959022142387111,3.80954659721166,0.000139221867019153,0.00366943977126823
"TREM2",167.117514975019,4.02798639552685,1.05733354602205,3.80957022566919,0.000139208563240625,0.00366943977126823
"ICOS",22.3572583331327,6.14713289116859,1.61496741781106,3.80635102812196,0.000141032176440078,0.00371240637114489
"FBXO10",239.503651368675,-1.8455382297035,0.485180540698365,-3.80381749656951,0.000142483170107152,0.00373200985534304
"IGIP",29.7069393705986,3.65094495358578,0.959662879566047,3.80440364145033,0.000142146230905192,0.00373200985534304
"RAP1B",1240.48166623054,1.39087662551387,0.365582124442575,3.80455315651613,0.000142060403946842,0.00373200985534304
"SHISA5",828.784376652704,1.82529024474743,0.479861418254579,3.80378620849877,0.000142501176854833,0.00373200985534304
"KIF4A",229.773570173791,4.18377616733977,1.10059825519508,3.80136543701698,0.000143900882627806,0.0037638846343169
"DSPP",26.1000290304396,6.45127469852982,1.69746716105448,3.80052989921893,0.00014438699427131,0.00377181285034976
"TSFM",153.316817249087,1.60288852386438,0.421924106669634,3.7989972569153,0.000145282700184911,0.00379040725760912
"SHISA8",21.9533890004744,3.08246489593099,0.811878490090773,3.7967071840841,0.000146630818441866,0.00382074310860341
"UBE2I",854.740454299275,1.30449142648321,0.343643182513655,3.79606374536871,0.000147011711879757,0.003825831304992
"COQ8A",2923.30189953545,-1.93786229752836,0.510607817558305,-3.79520687089183,0.000147520398464664,0.0038313374733049
"POM121",2773.6506273508,-0.838793175718073,0.221021133386307,-3.79508132487948,0.00014759506835205,0.0038313374733049
"CAPN5",885.02678375212,3.02965361695465,0.798384232560351,3.79473127523925,0.000147803452252822,0.00383192069733699
"SIGLEC17P",20.4660735720929,5.68508106562054,1.4986421430429,3.79348805317681,0.000148545781179925,0.00384632800992392
"CES1P1",25.5638474923554,6.30799247788435,1.66311801904517,3.79287122480093,0.000148915391432096,0.00385106039248047
"DCHS2",91.2510342297954,4.88802926355433,1.28974903019528,3.78990729910783,0.000150703515728624,0.00388479695588355
"SMC4",878.087406154742,1.34866020084035,0.355868390491059,3.7897723902349,0.000150785384731786,0.00388479695588355
"SYT15B",21.3511910305524,-3.38777732864617,0.8937802133885,-3.79039195307583,0.000150409750140109,0.00388479695588355
"SLC9A4",113.583337536519,9.65082846138322,2.54692877470362,3.7892023354702,0.000151131783044328,0.00388886039990841
"LAP3",1256.01854346473,1.87250798499398,0.494333251907033,3.78794664888562,0.000151897455322992,0.00390012089585378
"SGF29",329.687612591114,-1.64000192785536,0.432962174512109,-3.78786421632196,0.000151947847235485,0.00390012089585378
"CA9",263.402555830292,4.85538808789686,1.28193576382214,3.78754398225099,0.000152143759124375,0.00390029231257773
"SNORA2A",46.8632081464958,-2.42389662146394,0.640240348086972,-3.78591669317078,0.000153142976992566,0.00392103093017862
"GLUD2",205.685650625358,-1.48505023062745,0.392491377551845,-3.78365058588143,0.000154544748343193,0.00394711500384332
"SEMA3C",1199.27371543416,2.86232625719733,0.756479696352467,3.7837449848273,0.000154486114657518,0.00394711500384332
"PROS1",379.068787692511,2.03444122749158,0.537875564693075,3.78236410247132,0.000155345908038802,0.00396266647349968
"IL21R",27.2768121175263,6.46825940082433,1.71033359070905,3.78187006088256,0.000155654610823847,0.00396563310715737
"YWHAZ",4999.86059226838,1.63817285751294,0.433211750661262,3.78145988656218,0.000155911347582313,0.00396727010496179
"ABI3",67.1020332703895,3.23008666868122,0.854507803466768,3.78005520321364,0.000156793591346405,0.00397989250152803
"RPP30",156.335933125749,1.64697015338274,0.435695803752637,3.78009184205454,0.000156770519919688,0.00397989250152803
"TUBB3",1164.79847363413,3.11185496390913,0.823512996531225,3.77875634873618,0.000157613545832675,0.00399578449342836
"RAD51AP1",65.6107211595664,5.17833869007583,1.37105991703486,3.77688722844063,0.000158800588446136,0.00402093234454951
"TFF3",387.735747532448,4.76291743873565,1.26124994281232,3.77634700075018,0.000159145240845887,0.00402471479641053
"PRAP1",34.0388942644439,5.39900097034115,1.43075181115008,3.77354124472592,0.000160946596887409,0.00406528224074311
"HPSE",56.5493529891416,3.49080405914451,0.925463840847558,3.7719507830231,0.000161976210328361,0.00408628111515037
"CHI3L2",18.1724512381787,6.25513095832672,1.65854956647187,3.77144650047021,0.000162303958477739,0.0040895438730864
"BPNT1",380.665413961002,1.82575269480682,0.484163363697777,3.77094351142703,0.000162631487466413,0.00409279314794901
"SNORD21",72.7376065171848,-2.6113211471694,0.692819461743048,-3.76912210375794,0.000163822735725207,0.0041177443976003
"FANCB",22.4429067744392,5.05420745231928,1.34134908386876,3.76800305983122,0.000164558686041644,0.00413120472351319
"DMPK",1243.54485441694,-2.42146150478158,0.642744900085573,-3.76737567961907,0.00016497264850653,0.00413153251320547
"NRTN",27.2771247587518,-2.51568617921088,0.667736993515394,-3.76748061533434,0.000164903340915675,0.00413153251320547
"PNMA2",94.1306456378102,4.39150797046149,1.16586515576508,3.76673747280801,0.00016539475975957,0.00413707693374331
"IGHV3-23",824.083469015122,5.52663406948719,1.46764859904846,3.7656385002993,0.000166124004614942,0.00415028104135583
"PCLAF",38.2751490799103,5.05033752233006,1.34195145086028,3.76342789382765,0.000167600067620343,0.00418208837012456
"MIR6753",19.4623234901561,-3.3532480278616,0.891635709413364,-3.76078256227289,0.000169382620068922,0.004221457294124
"MMP10",82.9436863884798,5.99990505118065,1.59644304239794,3.75829571856724,0.000171074625303527,0.0042584771764867
"ATP2C1",4363.63972745309,1.24031737251562,0.330110693089814,3.75727717544176,0.000171772202776425,0.00427068380147756
"BMP4",389.517399680287,3.30393571848693,0.879598913783925,3.75618440031242,0.000172523594563115,0.00427389880713985
"FAM91A1",1359.74210088624,1.3287223759644,0.35370132596198,3.75662254686382,0.000172221954654715,0.00427389880713985
"RHBG",12.1150285235464,-4.33157630976146,1.1531507534169,-3.75629664805453,0.000172446270832128,0.00427389880713985
"ID4",112.369028280776,-3.25947667252955,0.86816413023634,-3.75444752784503,0.000173724232034155,0.00429847556597354
"TRIQK",169.843982365083,1.28340784879875,0.341922411221904,3.75350607821326,0.000174378302008282,0.00430948583056678
"SNORA71B",716.641351333061,-2.9700982897187,0.791350370053126,-3.75320262947411,0.000174589615383232,0.00430954079360933
"CARMIL2",51.3586826188382,3.65490736798934,0.974071858555305,3.75219480563797,0.000175293165642158,0.00431927175844738
"SLC35F2",121.748920297544,2.97846309450271,0.793825435769626,3.75203786663127,0.000175402962584079,0.00431927175844738
"CORIN",130.360626649568,4.21156795989454,1.12265712631339,3.75142851827308,0.000175829885416196,0.00432461786194895
"APEX2",133.290966323266,1.17696167393934,0.313767047443599,3.75106845517582,0.000176082612624418,0.00432539652198623
"FOSB",1368.4161713805,-4.70806266697521,1.25522035759256,-3.75078577916392,0.000176281261388018,0.00432539652198623
"NAGA",448.44021597668,1.15134188532707,0.307138157377151,3.74861233511039,0.00017781568991754,0.00435785872162951
"CLCN1",18.8878427230314,6.7157076165208,1.79253297362698,3.74649042183719,0.000179325847304809,0.00436373676363568
"ECE2",261.801127647247,-5.23974313962984,1.39856852103632,-3.74650441563439,0.000179315848589194,0.00436373676363568
"GTF2IP20",611.334750068257,-2.14842812060512,0.573288215346764,-3.74755326045836,0.000178567928127747,0.00436373676363568
"SMURF2P1-LRRC37BP1",432.448328377344,-1.34979374931499,0.360191965140685,-3.74742881559776,0.000178656514862496,0.00436373676363568
"TRGV3",20.4570299177642,5.61505658631251,1.4986520868766,3.74673790900666,0.000179149092436571,0.00436373676363568
"TRIM29",708.522604712881,5.3276759219001,1.42201797116784,3.74656019116601,0.000179276001591998,0.00436373676363568
"SNORD115-11",3.81051935227644,-7.32669077199583,1.95632962161399,-3.74512080737767,0.000180306991715573,0.00438243797906802
"HID1",1266.36659911742,-1.56946886377097,0.419220484617922,-3.74377904076273,0.000181273079476753,0.00440072961259758
"DDT",419.962976222619,-0.890544572429145,0.23791135227274,-3.74317813724261,0.000181707313033434,0.00440090414680623
"SNORA77",37.8590428211732,-2.96171039558813,0.79120632780279,-3.74328451570011,0.000181630369129186,0.00440090414680623
"C1S",11636.5300129446,2.55311869211925,0.682413234098541,3.74130887935062,0.000183064364198689,0.00442856761795679
"HEXA",3314.37066536504,1.08372786369341,0.289840905317433,3.73904388169958,0.000184721483519475,0.0044507994310337
"LTB",34.4261291701533,4.40790121156445,1.17878259842476,3.73936739264292,0.000184483936037945,0.0044507994310337
"SPEG",291.942751955388,-3.63620988570193,0.972541716880101,-3.73887291680077,0.000184847135654012,0.0044507994310337
"TNFRSF21",1581.61675519254,1.79556302373677,0.480231364018805,3.73895409227469,0.000184787465021066,0.0044507994310337
"AP2B1",3300.99639855574,1.47749874825404,0.395236192859206,3.73826783818951,0.000185292489121623,0.00445112295254751
"SPON1",765.034804803618,2.88509705830977,0.771762736656619,3.73832127579572,0.000185253117095602,0.00445112295254751
"KCTD21-AS1",9.80418969546981,4.42270261645036,1.18346497156176,3.7370794427603,0.000186170116289618,0.00446699914650211
"ULBP2",52.2807196661303,7.02161037567444,1.8794779693088,3.73593651552975,0.000187017850104659,0.0044821219866362
"ARHGDIG",333.020543548238,-4.32544828687901,1.15865599400497,-3.73316006585166,0.000189092340714583,0.00452132509799103
"HLA-DQB1",1258.82628232983,3.71284112538163,0.994502965467595,3.73336355375867,0.000188939568402533,0.00452132509799103
"JPT1",312.107494856177,2.55495407683911,0.684478033523298,3.73270426764126,0.000189434961052668,0.00452426880910375
"IGLV3-1",307.974116491289,6.75072649175092,1.80962188933665,3.73046244164604,0.000191128635125461,0.00455943553075333
"CHMP1A",309.880212621331,1.13565340681989,0.304678044599986,3.7273883922647,0.000193474190797272,0.00460473042323623
"HNRNPA1P33",48.7487734897528,5.33488057531803,1.43115843798104,3.72766594790444,0.000193261304973675,0.00460473042323623
"LOC101927788",122.650259802812,-2.58553456498334,0.693806543193417,-3.72659293912504,0.000194085526655545,0.00461395246816315
"RB1",1830.72157105964,1.35516260346961,0.36368801588647,3.72616788091428,0.000194412943682217,0.00461641150026978
"ICMT",197.802037440176,2.03132918618941,0.545624250569059,3.72294520280364,0.000196912270705986,0.00467037837919572
"ATP6V1E1",817.391333889031,1.21058593938613,0.325205547724422,3.72252548536464,0.000197239992978724,0.00467277413251089
"SLCO1B3",116.285969925108,7.4092703440345,1.99141350051951,3.7206086742415,0.000198743195822175,0.00470298049264162
"PFKFB4",235.027774522296,-2.3614054760677,0.635108664840884,-3.7181125164767,0.000200716872810534,0.00473338153947131
"PLS1",1024.60756054227,2.72156663068628,0.731965614072559,3.71816186219984,0.000200677678055147,0.00473338153947131
"SLCO1B3-SLCO1B7",115.477077680939,7.41552459983138,1.99438550410928,3.71820020981512,0.000200647223939017,0.00473338153947131
"TRMT1L",386.891487927946,1.46128832065989,0.393129300913302,3.71706793989938,0.000201548257698437,0.0047475555879114
"C4B",17249.0500430788,2.70621609370657,0.72842774961801,3.71514689703368,0.000203085679595912,0.00477617277147781
"PLAC8",548.053900432643,6.14837643656358,1.6550265450767,3.7149714938733,0.000203226603298532,0.00477617277147781
"CHIC2",228.827285481371,1.32339309340475,0.356306969244942,3.71419368026728,0.000203852627646839,0.00478542882508998
"NRXN3",143.982727669943,-2.71600453958349,0.731316750996065,-3.71385522878322,0.000204125596014419,0.00478638527810374
"HMMR",63.2231597699748,3.88400161023961,1.0465005005504,3.71141877925224,0.000206100801025148,0.00482720864764695
"ALB",11994.106193949,-5.51779995280428,1.48694234956359,-3.71083650581593,0.000206575494878227,0.00482735547044799
"FGL1",928.178014470116,-5.66398268976153,1.52633108786246,-3.71084801639834,0.000206566101024613,0.00482735547044799
"VILL",800.919190551905,3.45707120381893,0.931850216403203,3.70990009227308,0.000207341052996124,0.00483975814643614
"TJP3",652.739504338874,2.42920920307908,0.654927112583983,3.70912908689145,0.000207973382326532,0.00484354732557305
"TPST2",709.709650139869,-3.72618630376874,1.00454443570035,-3.70932949439008,0.000207808846922483,0.00484354732557305
"PLIN5",340.100151546088,-4.00700028837219,1.08061354541067,-3.70807890146277,0.000208837591420045,0.00485818464645435
"PRTG",58.6081044171617,2.7607496754212,0.744651250904729,3.7074397875072,0.000209365174968067,0.00485948831223741
"RPL23AP53",243.504434436296,-2.37305095376609,0.640068026330254,-3.7074980410624,0.000209317035317343,0.00485948831223741
"FRZB",260.722897232879,3.20878595653326,0.865751124645042,3.70636071405493,0.000210258783546183,0.00486398994307088
"MAPK9",727.397455318367,-1.36636139848853,0.368637805508348,-3.70651457357807,0.000210131149911117,0.00486398994307088
"SPDL1",119.731009191627,2.08301946960421,0.562013591696786,3.70635070108416,0.000210267092294219,0.00486398994307088
"BROX",897.694130903351,1.1628268443171,0.31392938267329,3.70410324263043,0.000212139852054167,0.00490057254128293
"CHMP4B",2350.56129060036,1.07519707308144,0.290293815093647,3.70382356487544,0.000212373994479387,0.00490057254128293
"HIC2",61.6440349942036,-1.68809880132922,0.455799511302591,-3.7035994104183,0.000212561828727715,0.00490057254128293
"SELENOO",268.667734661083,-1.68764199221839,0.456126094102348,-3.69994616409669,0.000215645208369435,0.00496610434603622
"CCR4",34.3281871983438,6.55520072507284,1.77228290833657,3.69873268778821,0.000216678653319483,0.00498433451291057
"IGHV1-46",104.452861995704,6.92166459950691,1.87154905063686,3.69836131046181,0.000216995861298785,0.00498606655209505
"PDK2",731.149402093266,-1.4606280717448,0.39517506107806,-3.6961544783725,0.00021888981504224,0.0050239843851176
"ADAMTS12",739.859789977977,2.7700685317153,0.749697163533616,3.69491664962274,0.000219958930913697,0.00504290714689902
"CEACAM7",293.516572394987,5.70677501415104,1.54477509678729,3.69424327594325,0.000220542582399964,0.00504506455698741
"PFDN4",132.129070842768,1.8341789136157,0.496464571951305,3.69448097052855,0.000220336393074604,0.00504506455698741
"C16orf87",45.3581285273844,3.11789402578686,0.844327395283099,3.69275478114913,0.00022183790912485,0.0050565961625136
"CASKIN1",19.5687889384275,-2.48679156764706,0.67346422350248,-3.69253700621842,0.00022202802033258,0.0050565961625136
"CLMAT3",731.29075517423,3.90933914710063,1.05868825908423,3.69262539142753,0.000221950844171626,0.0050565961625136
"PRSS3",68584.5994348106,-5.16392920091778,1.39820736414453,-3.6932498950735,0.000221406257513747,0.0050565961625136
"BPIFB1",121.429797506446,8.74267574710223,2.36855451995194,3.6911439755584,0.000223247718649629,0.00507876239413632
"PSCA",90.418390226574,8.54505541168623,2.31541879609722,3.69050101264162,0.00022381279782383,0.00508040261668168
"XKR4",32.2289194184991,-3.70615748490517,1.00420794664639,-3.69062752120425,0.000223701507576954,0.00508040261668168
"MCUB",119.522128782987,2.87088422590159,0.77804271958846,3.68987994312205,0.000224359910226717,0.00508721904255541
"TRAPPC13",236.822154059358,1.18663247045833,0.321685546443688,3.68879635276386,0.000225317473471264,0.00510331697331454
"ADCY1",303.359462043273,-3.57090908236947,0.968604218141621,-3.68665448228243,0.000227221529687348,0.00512550044168833
"FAM153CP",334.86628128497,-3.85792124480528,1.04632312116299,-3.68712223478076,0.000226804427826199,0.00512550044168833
"ISLR",251.257494803981,3.56917380590989,0.968069391857534,3.68689872433767,0.000227003645676791,0.00512550044168833
"LOC101928352",3.81673473962696,-5.34788786356018,1.45116799608364,-3.68523002022705,0.000228496182819137,0.00512550044168833
"LOC107987299",27.3086822428027,2.17923391544878,0.591349654498629,3.68518675688824,0.000228535001014583,0.00512550044168833
"SNORA62",438.513844980137,-2.61293629088616,0.708899162920746,-3.685906864554,0.000227889686841785,0.00512550044168833
"SNORA80A",143.809033794536,-2.51023402092173,0.681116167073819,-3.68547120486963,0.000228279892369201,0.00512550044168833
"TMSB15B",10.3547494050399,4.82778916607616,1.30962899958106,3.68637924757356,0.000227467296922348,0.00512550044168833
"WDFY4",470.66052527488,2.47307609678142,0.670972598931829,3.6858078865195,0.000227978283096669,0.00512550044168833
"C1orf53",9.96194049516224,4.76938634860813,1.29442130443853,3.68457034217072,0.000229088754238224,0.00513233512348265
"SNORD114-3",34.4227041001309,-4.24633762763305,1.15277574216293,-3.68357649482261,0.00022998422501617,0.00514680223866262
"IGKV1D-16",121.774702780503,7.09119938419869,1.92542356171571,3.68292957726135,0.000230568871025121,0.00515428958861038
"ITGA4",496.934217304069,3.04890501579658,0.828273638142604,3.68103592266164,0.000232288271948221,0.00517938672256036
"TBC1D24",654.30952449918,-1.76510040235346,0.479534327804571,-3.68086349612245,0.000232445428090259,0.00517938672256036
"TSPAN3",1776.6093139538,2.05336144371114,0.557797336178338,3.68119621685436,0.000232142263131026,0.00517938672256036
"GASK1B-AS1",39.8844917120395,2.25921545153908,0.613878362583376,3.68023307098113,0.000233020871401378,0.00518100666715621
"POTEE",117.993649929479,-3.80132952082207,1.03288567973673,-3.68030034242606,0.000232959403306122,0.00518100666715621
"SEPTIN7P2",142.445219855011,-1.42117785867567,0.386409984998508,-3.67790148766772,0.000235160744041571,0.00522295053388019
"BGN",4921.80943347634,2.92765253577923,0.796962725399665,3.67351250249634,0.000239238965772609,0.00530780874439102
"CCT2",1485.12502326027,1.21192103718426,0.330056977815493,3.67185400898187,0.000240797232105262,0.00532155934758338
"COL9A2",326.89206274968,2.99625867181919,0.815966838650081,3.67203485472049,0.00024062685395447,0.00532155934758338
"KIAA1755",154.843036730958,2.81541725596617,0.766777202838376,3.67175399261266,0.000240891507995502,0.00532155934758338
"POT1",314.739856934046,1.27492795149962,0.347212120879356,3.67189932272731,0.000240754530555205,0.00532155934758338
"NUDT14",177.152133489354,-1.15059777948355,0.313446112668856,-3.67079932715297,0.000241793124455163,0.00533575812435264
"CKAP2L",36.5981267050526,4.62756512753599,1.26083183802639,3.67024767932546,0.000242315560481968,0.00534156793272069
"LAD1",1770.45973112174,1.91277046738558,0.521397585238738,3.66854492912497,0.000243934830630744,0.00537151794244687
"SLC12A8",432.031101862803,-1.28080576611722,0.349167368776333,-3.66817142909385,0.000244291374119858,0.00537362808109326
"IGHJ4",241.338335054854,6.21658257405572,1.69501852484005,3.66756025550951,0.000244875855672314,0.00538074228279539
"HIF1A-AS2",54.7278768534284,2.01976945678472,0.550800873481522,3.66696850718135,0.000245443010034145,0.00538172965937634
"SLAMF7",51.0361455006673,4.46181970616792,1.21672819660919,3.66706362078418,0.000245351766464462,0.00538172965937634
"LTBP2",4534.58492900372,2.52484000268505,0.688827678792773,3.66541601102622,0.000246936844667856,0.00540873039898956
"C4A",17575.4657401111,2.65548168380615,0.724700518192314,3.6642469780896,0.00024806732944786,0.00542772370196373
"B3GALT2",28.3406044639633,3.40842105315651,0.930355152668405,3.66356981350683,0.000248724383408308,0.00543632902060301
"KLRC2",34.0867207807268,6.57786205526235,1.7959246443185,3.66266038838086,0.000249609368591835,0.00544989268648973
"LDB3",180.646905964124,-4.78243348124248,1.30668540716749,-3.65997313125994,0.000252241696173471,0.00549572262138626
"RNA5-8SN3",10476.0556450793,-2.84610542285552,0.777595617936173,-3.66013562474722,0.000252081787503801,0.00549572262138626
"DTX3L",660.58342453158,1.22760644560324,0.335676903350832,3.65710727592183,0.000255077645688154,0.00555164240261725
"RNU4ATAC",78.0737345984907,-2.52451390692983,0.690424998366596,-3.65646364616332,0.000255718657470193,0.00555972283662253
"IL1RAP",362.112340023575,2.56713086900962,0.702191160202437,3.65588605283715,0.00025629518717604,0.00556638577753988
"TCEAL5",20.0497492721881,5.81969658479226,1.59208893813554,3.65538409657413,0.00025679720877614,0.00557141817903686
"CCT6A",1541.70188010533,1.20323129339776,0.329301134540074,3.6538935557519,0.000258293383426122,0.00559798625215121
"PRR16",19.254075170078,3.71766248655141,1.01788634051942,3.65233556887531,0.000259865993484217,0.0056261533526294
"MAP1S",341.751873513005,1.33165295068165,0.364928604892402,3.64907801917661,0.000263183172128316,0.00569199198398398
"VSNL1",17.4328590596756,5.3972675313442,1.47956057182201,3.64788548311862,0.000264407433000525,0.00571247547334781
"RFLNA",22.6617330210876,6.59000534150105,1.80671012418447,3.64751669528376,0.000264787111136569,0.00571468811270767
"ADSS1",105.137817171415,-1.78585017400175,0.489847252407466,-3.64572867404029,0.00026663518994986,0.00573655313158304
"CLEC10A",73.0383424605926,4.53429288397244,1.24364741906127,3.6459633288951,0.00026639196587117,0.00573655313158304
"DBI",811.281467506748,1.38782943532898,0.380630556591247,3.64613248016067,0.000266216766488122,0.00573655313158304
"CFAP97",532.2684905885,0.902474331349879,0.247669947425594,3.64385885623448,0.000268580742290992,0.00577238548421234
"TMEM54",86.5480748358614,2.01289394933012,0.55252508342488,3.64308157170531,0.000269393418780151,0.00578382057758093
"B9D1",235.455007821222,-1.69408509285601,0.465216607585633,-3.64149745566462,0.000271056804818305,0.00581347742363172
"TMEM62",386.07590950578,1.49229430554028,0.40996120760734,3.64008661758456,0.000272546342106086,0.00583934787645379
"NPSR1",44.1684193780377,7.81927442485101,2.14841097731092,3.63956175397972,0.000273102438941637,0.0058451862606709
"RPH3AL",624.935539760409,-2.54941428345074,0.70059466024758,-3.63892908140324,0.000273774173699493,0.0058534849524069
"TMEM240",9.32841093599172,4.74084859205836,1.30319126664048,3.63787627604341,0.000274895414397042,0.00587136723952065
"LOC102724723",21.8841035822372,3.53255928589214,0.971579651913759,3.63589261974961,0.000277019716746113,0.00591061426692975
"CDCP1",879.058017454417,2.23048018211121,0.613644438676868,3.63480876143934,0.000278186912857751,0.00592620907225314
"IL22RA1",957.472628677792,-3.26370447232176,0.89793442532316,-3.63468019521267,0.000278325669882152,0.00592620907225314
"ANLN",280.062500614331,3.58759180499054,0.987756740950457,3.63206005715377,0.000281167661812368,0.00596704627890533
