"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KRT16P2",12.4581537633593,-14.0904755394193,3.30363108285342,-4.26514801018551,1.99769725739182e-05,0.00728505707118323
"CDH17",533.312607269765,-7.55167122832188,1.77563398258484,-4.25294362598799,2.10978702943092e-05,0.00755642829451713
"ABRACL",42.7525015632098,-5.08442875819674,1.19998918521651,-4.23706215092212,2.26463465140202e-05,0.00796873284266145
"SSX2IP",246.414991646481,-2.44172784252113,0.580558326266866,-4.2058269290909,2.60129250042223e-05,0.00899553856568424
"MITD1",190.153059887127,-1.48947321999241,0.355218419658846,-4.19311932478869,2.75144618704924e-05,0.00935351799553331
"MYOCD",112.806321183436,7.0442842581693,1.68435416582927,4.18218709644187,2.88718219850242e-05,0.00965136889256052
"STRA6",477.242357509338,-8.16269053819114,1.9565035146351,-4.17208069248654,3.01830700672749e-05,0.00992429239900546
"CSPG4",347.959581296778,4.85060034316674,1.1728370011652,4.13578386284517,3.53745029045442e-05,0.0113992754821019
"FBXW10",26.917107558408,-7.09487316882251,1.71663947605344,-4.13300128990022,3.58056716045482e-05,0.0113992754821019
"FLNC-AS1",54.9745376520814,6.18265449727685,1.50340465798097,4.11243537423915,3.91507084961196e-05,0.0122694650047917
"MS4A8",142.899985050476,-7.35246948989609,1.79102925006189,-4.10516438502723,4.04027470123402e-05,0.0124670445665616
"DUOXA2",348.122919489826,-8.03756237071674,1.97339499729856,-4.07296176473519,4.64190470997652e-05,0.0138959228011939
"SPOCD1",23.245371306523,5.57181133181495,1.36686423014154,4.07634584982739,4.57489595248024e-05,0.0138959228011939
"CGB7",54.2476866328151,6.73777567989748,1.65933897442238,4.06051794344368,4.89639738685667e-05,0.0144422121159094
"MAP4K1",198.798190773105,-5.45742402105325,1.34873300032043,-4.04633387020017,5.20260164772187e-05,0.0149069401783368
"TMEM40",25.9663741301351,9.78290014283698,2.41688168952314,4.04773646357807,5.17153261820057e-05,0.0149069401783368
"CDKN2A",42.4793740277819,-6.03481820921641,1.49750414973657,-4.02991751994679,5.57964275556008e-05,0.0155431798261484
"CYP4F11",163.873052702563,-7.46361450396286,1.85125458114288,-4.03165214551699,5.53861230775699e-05,0.0155431798261484
"SEPTIN7P9",15.8095353265625,-6.2741693204128,1.56174935421336,-4.01739837668962,5.88441982687061e-05,0.016167644995554
"IGKV1-33",735.97623444488,-8.44192849190854,2.10399493838463,-4.01233308022592,6.01215887984812e-05,0.0162953879260965
"UBD",963.855491430267,-4.44486524297001,1.11141659781011,-3.99927916474163,6.35357011623587e-05,0.016991140776179
"JPH2",99.7968028393633,7.05546261940993,1.77035900574397,3.98532873644177,6.73867666143138e-05,0.0176474497969726
"RGS7BP",38.1990504645104,-6.02788844991349,1.513003872689,-3.98405354984344,6.77495953715356e-05,0.0176474497969726
"TFF1",1454.41566651573,-8.29558953501716,2.08480412901404,-3.97907382260433,6.91842579682528e-05,0.0177901110521698
"CTSE",3088.05013578196,-6.54522412993236,1.64875984070795,-3.96978624074319,7.19371397687667e-05,0.0182638381309133
"HOXD8",22.6146143512888,-5.69599208868755,1.43801554698189,-3.96100869746666,7.46338138977422e-05,0.0187116300668377
"PIGR",6194.89051362007,-5.21633201715082,1.32062123241058,-3.94990773215818,7.81813253191469e-05,0.0193590474311868
"IGHV3-33",555.334063062886,-6.91520031221835,1.76083739923846,-3.92722253355653,8.5932466583743e-05,0.0207656323165076
"MYH2",42.6792379493939,-6.92059677560905,1.7616564438511,-3.9284599444828,8.54915864819599e-05,0.0207656323165076
"IGLV2-23",603.275512786453,-7.71805763360877,1.96822120792969,-3.92133648520491,8.80591947872661e-05,0.0210262294029547
"FAM106A",30.3826162878536,-6.80460622543001,1.73746487910211,-3.91639929374947,8.98813361443546e-05,0.0212088230476155
"LDB3",180.646905964124,6.00512285008672,1.53506481350787,3.91196697184665,9.15474342493244e-05,0.0213507777760314
"CLDN24",15.8438236800496,-5.7708159802665,1.47812101388609,-3.90415664621032,9.45545256813017e-05,0.0217986220872399
"LOC284009",7.50755441532202,-6.09969341073228,1.56544800273619,-3.89645226163429,9.7612036882479e-05,0.0222477798153623
"AKR1B10",836.319388245206,-7.78127635257647,2.00120178104771,-3.88830173262321,0.000100948083921516,0.022608570144603
"PNLIPRP3",422.884896832791,13.033416362739,3.35299326129875,3.88709888360784,0.000101449434761643,0.022608570144603
"IGKV1-12",687.557122153548,-7.31440060242911,1.88678347700554,-3.87665076124029,0.000105904198975715,0.0230882665093034
"ZFY",450.702778517036,-10.726612804611,2.76657482845706,-3.87721766795416,0.000105657825291112,0.0230882665093034
"WFDC1",38.722073961237,6.63542257972814,1.72296128432762,3.8511733490968,0.000117553249821293,0.0253523175447921
"HROB",26.2136206735421,-5.24756134388631,1.36426718262946,-3.84643229031741,0.000119850231098788,0.0255727243100892
"MORN3",9.11980681811953,-4.82372573887617,1.25518432058668,-3.84304174276296,0.000121518790455474,0.0256558145280573
"IGKV2D-28",605.940015114253,-6.07543912240711,1.58899981616906,-3.82343601338764,0.000131604756143661,0.0274477446690162
"LOC105369755",45.1526424247505,-2.88086330011296,0.754393057814198,-3.81878288814065,0.000134111730446407,0.0274477446690162
"PTGS2",395.089345853056,5.5917878867098,1.46375880421373,3.82015662048466,0.000133366959254703,0.0274477446690162
"CCDC87",8.06898315904705,-5.56030729410965,1.45919031068186,-3.81054291095956,0.000138661940148424,0.0279910900912995
"IGLJ2",680.53213050951,-7.76720714443422,2.03919859190961,-3.80895081786056,0.000139557710980204,0.0279910900912995
"CASQ2",91.2699234910293,6.86340991315877,1.80380376407552,3.80496484698067,0.000141824331140676,0.0281640654424608
"FOXS1",46.1552674398124,-6.04921559907016,1.59754029877371,-3.78658091048696,0.000152734378269948,0.0296873119269309
"IGHV3-74",223.731763422502,-6.79800240506838,1.79734219354863,-3.78225272264185,0.000155415453573702,0.0296873119269309
"MIR34AHG",12.8025285553251,-5.78118143208693,1.52773809736913,-3.78414431245939,0.000154238313243411,0.0296873119269309
"SGO1",24.6613084756556,-6.15068495852921,1.62579462252921,-3.78318692490244,0.000154833044692782,0.0296873119269309
"MAPK1IP1L",275.413730857388,1.47163126910512,0.389426224915291,3.77897320455301,0.00015747636676353,0.0297972027186426
"H2AC4",76.6775747557057,-5.19556775388855,1.37976686790897,-3.76554030592315,0.000166189310431037,0.031151953264629
"PRKY",139.897953085909,-7.48794394353159,1.99340628040848,-3.7563561513397,0.000172405294221077,0.0320178980202976
"KY",15.2392262522898,-4.89583824051148,1.30566424630679,-3.7496915875271,0.000177052186027895,0.0325792265611146
"IGKV2-28",621.243520400462,-5.87727916147009,1.57473713768897,-3.73222871348255,0.00018979305370938,0.0345169280620439
"MUC5B",39609.2749005528,-5.00202175701556,1.34080902806769,-3.73059969936528,0.000191024530831474,0.0345169280620439
"LOC105373796",16.1771633580924,-5.13011428875263,1.38048845201676,-3.71615878514451,0.000202274491679928,0.0359028272533125
"LRRC20",36.7371240749806,-2.73331573734596,0.735192405720081,-3.71782368272538,0.000200946434511688,0.0359028272533125
"RBPMS2",52.9836729910008,4.87602697360837,1.31570330589642,3.70602319820594,0.000210539023733729,0.0370419403423456
"DHRS2",190.470683738724,-5.63568740332126,1.53119475937763,-3.68058169531088,0.000232702486936901,0.0405853372216819
"CENPK",58.0215166240774,-5.03790283745558,1.3717187522209,-3.67269371312369,0.000240007087277022,0.0407951029619934
"SERTAD4",31.6676547221642,-4.50583896702296,1.22580160656245,-3.67583052828494,0.000237076871715756,0.0407951029619934
"TCN1",3262.74439658132,-5.39247493183279,1.46740809357919,-3.67482975964777,0.000238008060689167,0.0407951029619934
"CNN1",356.014771773476,5.44766983829946,1.48641429077962,3.66497407357554,0.000247363640193654,0.041692206145917
"FAM106C",35.6670142272073,-6.08701965540212,1.66974876319079,-3.64547037829222,0.000266903158934977,0.0446106388229903
"DUOX2",4573.28367706647,-5.73457155166154,1.58559256922084,-3.61667408322903,0.000298412650811412,0.0494649796473098
"NUDT4",1186.78989269349,1.20564953961417,0.333712348988269,3.61284064934785,0.000302860839078513,0.0495288594445325
"S100A8",83.3844756549809,5.43330131521443,1.50419795767076,3.61209193743879,0.000303736835602408,0.0495288594445325
